Dataset ID,Dataset Name,AutoSklearn Avg Accuracy,AutoSklearn Avg Precision,AutoSklearn Avg Recall,AutoSklearn Avg F1,Fit Time (s),label1_Accuracy,label1_Precision,label1_Recall,label1_F1,label2_Accuracy,label2_Precision,label2_Recall,label2_F1,label3_Accuracy,label3_Precision,label3_Recall,label3_F1,label4_Accuracy,label4_Precision,label4_Recall,label4_F1,label5_Accuracy,label5_Precision,label5_Recall,label5_F1,label6_Accuracy,label6_Precision,label6_Recall,label6_F1,label7_Accuracy,label7_Precision,label7_Recall,label7_F1,Class1_Accuracy,Class1_Precision,Class1_Recall,Class1_F1,Class2_Accuracy,Class2_Precision,Class2_Recall,Class2_F1,Class3_Accuracy,Class3_Precision,Class3_Recall,Class3_F1,Class4_Accuracy,Class4_Precision,Class4_Recall,Class4_F1,Class5_Accuracy,Class5_Precision,Class5_Recall,Class5_F1,Class6_Accuracy,Class6_Precision,Class6_Recall,Class6_F1,Class7_Accuracy,Class7_Precision,Class7_Recall,Class7_F1,Class8_Accuracy,Class8_Precision,Class8_Recall,Class8_F1,Class9_Accuracy,Class9_Precision,Class9_Recall,Class9_F1,Class10_Accuracy,Class10_Precision,Class10_Recall,Class10_F1,Class11_Accuracy,Class11_Precision,Class11_Recall,Class11_F1,Class12_Accuracy,Class12_Precision,Class12_Recall,Class12_F1,Class13_Accuracy,Class13_Precision,Class13_Recall,Class13_F1,Class14_Accuracy,Class14_Precision,Class14_Recall,Class14_F1,PDOC00154_Accuracy,PDOC00154_Precision,PDOC00154_Recall,PDOC00154_F1,PDOC00343_Accuracy,PDOC00343_Precision,PDOC00343_Recall,PDOC00343_F1,PDOC00271_Accuracy,PDOC00271_Precision,PDOC00271_Recall,PDOC00271_F1,PDOC00064_Accuracy,PDOC00064_Precision,PDOC00064_Recall,PDOC00064_F1,PDOC00791_Accuracy,PDOC00791_Precision,PDOC00791_Recall,PDOC00791_F1,PDOC00380_Accuracy,PDOC00380_Precision,PDOC00380_Recall,PDOC00380_F1,PDOC50007_Accuracy,PDOC50007_Precision,PDOC50007_Recall,PDOC50007_F1,PDOC00224_Accuracy,PDOC00224_Precision,PDOC00224_Recall,PDOC00224_F1,PDOC00100_Accuracy,PDOC00100_Precision,PDOC00100_Recall,PDOC00100_F1,PDOC00670_Accuracy,PDOC00670_Precision,PDOC00670_Recall,PDOC00670_F1,PDOC50002_Accuracy,PDOC50002_Precision,PDOC50002_Recall,PDOC50002_F1,PDOC50106_Accuracy,PDOC50106_Precision,PDOC50106_Recall,PDOC50106_F1,PDOC00561_Accuracy,PDOC00561_Precision,PDOC00561_Recall,PDOC00561_F1,PDOC50017_Accuracy,PDOC50017_Precision,PDOC50017_Recall,PDOC50017_F1,PDOC50003_Accuracy,PDOC50003_Precision,PDOC50003_Recall,PDOC50003_F1,PDOC50006_Accuracy,PDOC50006_Precision,PDOC50006_Recall,PDOC50006_F1,PDOC50156_Accuracy,PDOC50156_Precision,PDOC50156_Recall,PDOC50156_F1,PDOC00662_Accuracy,PDOC00662_Precision,PDOC00662_Recall,PDOC00662_F1,PDOC00018_Accuracy,PDOC00018_Precision,PDOC00018_Recall,PDOC00018_F1,PDOC50001_Accuracy,PDOC50001_Precision,PDOC50001_Recall,PDOC50001_F1,PDOC00014_Accuracy,PDOC00014_Precision,PDOC00014_Recall,PDOC00014_F1,PDOC00750_Accuracy,PDOC00750_Precision,PDOC00750_Recall,PDOC00750_F1,PDOC50196_Accuracy,PDOC50196_Precision,PDOC50196_Recall,PDOC50196_F1,PDOC50199_Accuracy,PDOC50199_Precision,PDOC50199_Recall,PDOC50199_F1,PDOC00660_Accuracy,PDOC00660_Precision,PDOC00660_Recall,PDOC00660_F1,PDOC00653_Accuracy,PDOC00653_Precision,PDOC00653_Recall,PDOC00653_F1,PDOC00030_Accuracy,PDOC00030_Precision,PDOC00030_Recall,PDOC00030_F1
40594,reuters,0.9266,0.8973,0.7194,0.7545,389.49,0.9242,0.9351,0.913,0.9206,0.9,0.9027,0.8192,0.8504,0.9258,0.8712,0.7864,0.8209,0.9348,0.8775,0.5884,0.6305,0.9439,0.8891,0.5602,0.5919,0.9212,0.8987,0.6077,0.654,0.9364,0.9068,0.7611,0.8131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40597,yeast,0.8114,0.6189,0.5795,0.5665,773.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7732,0.7933,0.6749,0.6902,0.6642,0.6831,0.6412,0.6326,0.7431,0.7384,0.7234,0.7275,0.7469,0.7358,0.6983,0.7071,0.7882,0.7899,0.6858,0.7055,0.7895,0.7551,0.6005,0.6116,0.8622,0.8948,0.5525,0.5579,0.8358,0.6948,0.5376,0.532,0.9323,0.4662,0.5,0.4825,0.8759,0.438,0.5,0.4669,0.8609,0.4305,0.5,0.4626,0.7581,0.3791,0.5,0.4312,0.7481,0.3745,0.4992,0.428,0.9812,0.4906,0.5,0.4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40591,genbase,0.9992,0.9606,0.9505,0.9538,1506.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954,0.9444,0.9976,0.9694,1.0,1.0,1.0,1.0,0.9954,0.9977,0.75,0.8322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954,0.9977,0.9167,0.9534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954,0.4977,0.5,0.4989,0.9954,0.4977,0.5,0.4989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
